Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
129,José Cifuentes\8c8c07a7,ec ECU,MF,Los Angeles FC,20,1999,12.7,46.5,56.3,82.7,847.6,228.3,21,23.5,89.3,19.6,22.6,86.8,5.35,8.11,66,0.16,0.27,-0.11,1.73,6.38,1.81,0.31,6.14,Matches
130,Laurent Ciman\5113d9a7,be BEL,DF,Toronto FC,34,1985,6,43.2,49.2,87.8,988,329,10.8,11.7,92.9,23.2,24.8,93.3,8.67,11.5,75.4,0,0,0,0,0.83,0,0,1.67,Matches
131,Caden Clark\6e327d0d,us USA,FWMF,NY Red Bulls,16,2003,3.1,14.2,25.5,55.7,207.4,65.5,9.68,13.5,71.4,2.9,5.16,56.3,1.29,3.23,40,0,0.03,-0.03,0.32,1.61,0.32,0,2.26,Matches
132,Steve Clark\ed6320b7,us USA,GK,Portland Timbers,33,1986,20,29.4,39.6,74.1,912.7,539.2,4.3,4.3,100,12.8,12.8,99.6,12.3,22.5,54.7,0,0,0,0,0.2,0.1,0,0,Matches
133,Elliot Collier\5804f03b,nz NZL,FWMF,Chicago Fire,24,1995,5.9,14.4,25.1,57.4,194.6,62.4,8.64,12.2,70.8,4.75,8.81,53.8,0.17,1.36,12.5,0,0.12,-0.12,0.34,0.51,0.51,0.17,1.69,Matches
134,Tomás Conechny\f61143dd,ar ARG,MFFW,Portland Timbers,21,1998,2.1,28.1,39,72,490.5,141.4,16.2,21,77.3,8.57,10,85.7,3.33,5.24,63.6,0,0.14,-0.14,1.43,1.9,0.48,0.48,1.9,Matches
135,Derek Cornelius\577744b8,ca CAN,DF,Vancouver,22,1997,11.3,35,41.5,84.4,754.3,260.3,10.3,11,93.5,18.6,19.8,93.8,6.02,10,60.2,0,0,0,0,1.15,0,0,0.71,Matches
136,Joe Corona\470cd24b,us USA,MF,LA Galaxy,29,1990,10.9,43.3,52.7,82.2,754.7,199.8,20.9,24.3,86,17.5,20.6,85.3,3.94,5.6,70.5,0,0.09,-0.09,1.1,4.04,0.55,0.18,4.04,Matches
137,Cade Cowell\f8e95f87,us USA,FWMF,San Jose,16,2003,5.3,14.9,21.1,70.5,258.9,74.2,8.49,10,84.9,4.72,7.36,64.1,1.7,2.64,64.3,0.19,0.08,0.11,1.13,1.51,0.57,0,1.89,Matches
138,Warren Creavalle\ac4e49fa,us USA,MF,Philadelphia,29,1990,4.3,28.4,35.6,79.7,563.7,114.9,10.9,13.3,82.5,11.9,14.2,83.6,5.12,6.98,73.3,0,0.02,-0.02,0.7,3.02,1.16,0.23,2.56,Matches
139,Maxime Crépeau\ea42e480,ca CAN,GK,Vancouver,25,1994,3.6,27.2,35.6,76.6,962.5,620.3,2.22,2.22,100,12.2,12.5,97.8,12.8,20.8,61.3,0,0,0,0,0.28,0,0,0,Matches
140,Allan Cruz\030105a5,cr CRC,MFFW,FC Cincinnati,23,1996,8.4,23.6,30.8,76.4,422.6,88,12.3,13.5,91.2,7.02,9.64,72.8,3.33,5.6,59.6,0,0.17,-0.17,1.19,1.9,0.36,0.24,1.9,Matches
141,Emil Cuello\d22a46b4,us USA,MFFW,LA Galaxy,23,1997,2.7,21.5,30.7,69.9,365.2,96.7,11.5,14.1,81.6,6.3,7.78,81,2.59,6.67,38.9,0,0.15,-0.15,1.11,1.85,0.74,0.37,1.85,Matches
142,Cristián Dajome\a065e877,co COL,MFFW,Vancouver,26,1994,17.7,23.6,32.1,73.6,406.9,100.5,11.5,13.8,83.3,9.32,11.6,80.5,2.32,4.41,52.6,0.17,0.16,0.01,1.47,1.13,0.9,0.4,2.49,Matches
143,Rashawn Dally\4dc3ce03,jm JAM,FW,FC Cincinnati,23,1997,0.8,12.5,20,62.5,240,38.8,1.25,2.5,50,8.75,10,87.5,1.25,3.75,33.3,0,0,0,0,0,0,0,0,Matches
144,Jürgen Damm\bbf8bf7a,mx MEX,FWMF,Atlanta Utd,27,1992,7,25.4,35.4,71.8,397.3,101,13.6,16.3,83.3,10.3,13.7,75,1.29,2.86,45,0.43,0.24,0.19,1.71,0.86,1.71,1,1.71,Matches
145,Mario Daniel Vega\6904a59a,ar ARG,GK,San Jose,35,1984,12,25.2,33.1,76.1,705.8,385.9,4.08,4.08,100,11.6,11.9,97.2,8.92,16.5,54,0,0,0,0,0,0,0,0,Matches
146,Abu Danladi\507383d1,gh GHA,FW,Nashville,24,1995,6.4,17.2,23.4,73.3,248.4,50,9.69,12,80.5,5.31,7.19,73.9,0.94,1.72,54.5,0.16,0.16,0,0.94,0.78,0.47,0.31,1.25,Matches
147,Sean Davis\cb75cac9,us USA,MF,NY Red Bulls,26,1993,12,42.7,54,79,694.2,222.6,21.8,25.8,84.2,16.8,19.4,86.3,3.42,6.83,50,0,0.05,-0.05,0.92,5.17,1,0.25,6.42,Matches
148,Jack De Vries\92f54859,us USA,MFFW,Philadelphia,17,2002,0.2,5,15,33.3,75,0,5,10,50,0,0,,0,5,0,0,0,0,0,0,0,0,0,Matches
149,Alex DeJohn\2a6c024c,us USA,DFFW,Orlando City,28,1991,0.6,23.3,36.7,63.6,455,255,6.67,8.33,80,15,21.7,69.2,1.67,3.33,50,0,0,0,0,0,0,0,3.33,Matches
150,A.J. DeLaGarza\171b3c37,gu GUM,DF,Inter Miami,32,1987,4.7,29.4,35.1,83.6,575.7,164.9,9.79,11.1,88.5,16,17.2,92.6,3.4,6.38,53.3,0,0,0,0.21,2.34,0.21,0,1.49,Matches
151,Antonio Delamea Mlinar\31a14bb4,si SVN,DF,New England,28,1991,3.6,31.7,36.4,87,737.5,192.5,8.06,8.89,90.6,15.8,17.5,90.5,7.78,9.72,80,0,0,0,0,2.5,0,0,1.67,Matches
152,Jordy Delem\12e3a5f4,mq MTQ,MF,Seattle,26,1993,8.2,40.2,45.7,88,767,208.3,17.1,18.2,94,17.1,18.9,90.3,5.61,7.44,75.4,0,0.01,-0.01,0.37,4.02,0,0,2.68,Matches
153,Nick DeLeon\21490b0d,us USA,FWMF,Toronto FC,29,1990,10.3,29,37.2,78.1,460.2,118.7,16.1,18.2,88.8,10.1,12.7,79.4,1.94,3.5,55.6,0.19,0.18,0.01,0.97,1.26,0.97,0.1,3.11,Matches
154,Marky Delgado\7f6a25b7,us USA,MF,Toronto FC,24,1995,16,59.1,70,84.4,1037.1,357.9,28.8,32.4,88.8,21.5,24.3,88.7,7.13,9.94,71.7,0.06,0.09,-0.03,1.19,8.81,1,0.13,7.63,Matches
155,Mathieu Deplagne\ff16ecad,fr FRA,DF,FC Cincinnati,28,1991,13,50.9,61.9,82.2,967.5,413.6,19.5,21.6,90,24.6,27.9,88.2,6.15,9.85,62.5,0,0.02,-0.02,0.38,3.31,0.15,0,3.54,Matches
156,Nick DePuy\ba7b4e67,us USA,DF,LA Galaxy,25,1994,15.7,31.8,37.8,84.1,721.3,268.2,7.64,8.54,89.6,17.7,19.4,91.4,6.24,9.49,65.8,0.06,0.03,0.04,0.13,2.17,0.06,0,1.91,Matches
157,Maikel van der Werff\36d320ec,nl NED,DF,FC Cincinnati,30,1989,10.8,51.3,58,88.5,1142.6,385.7,14.1,15.2,92.7,25.8,27.6,93.6,11,14.1,78.3,0,0,0,0,3.06,0.19,0,2.87,Matches
158,Joey DeZart\9d7142a6,us USA,MF,Orlando City,21,1998,4.2,39.3,47.4,82.9,789.8,130.5,11.9,14.5,82,19,21.4,88.9,7.14,9.29,76.9,0,0.02,-0.02,0.24,3.57,0.48,0.24,2.86,Matches
159,Justin Dhillon\eb8eae2c,us USA,FW,Seattle,24,1995,0.1,10,10,100,120,0,10,10,100,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
160,Amadou Dia\1650e261,us USA,DF,Sporting KC,26,1993,9.4,40.4,52.9,76.5,730.9,311.4,17.1,19,89.9,19.1,23.2,82.6,3.62,7.23,50,0.11,0.03,0.07,0.64,2.98,0.85,0.53,3.83,Matches
161,Luis Díaz\1c9838aa,cr CRC,FWMF,Columbus Crew,21,1998,13,13.2,20,65.8,222.6,53.7,6.23,8.69,71.7,5.46,7.54,72.4,1.15,2.77,41.7,0.23,0.21,0.02,0.85,0.38,0.69,0.31,1.62,Matches
162,Bakaye Dibassy\247accfd,ml MLI,DF,Minnesota Utd,30,1989,9.5,34.5,44.4,77.7,612.3,222.1,15.3,16.3,93.5,14.9,18.6,80.2,3.26,7.26,44.9,0,0.04,-0.04,0.53,2,0.32,0.32,1.89,Matches
163,Daryl Dike\d4cfc93c,us USA,FW,Orlando City,19,2000,13.5,10.7,14.6,73.1,162.6,28.8,5.63,7.19,78.4,3.33,4.59,72.6,1.04,1.48,70,0.15,0.04,0.1,0.44,0.89,0.22,0,0.96,Matches
164,Adama Diomande\336dbcb2,no NOR,FW,Los Angeles FC,29,1990,0.2,0,15,0,0,0,0,5,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,Matches
165,Clément Diop\0d5c0218,sn SEN,GK,Montreal Impact,26,1993,20,23.4,30.1,77.9,611.8,332.4,5.1,5.2,98.1,11.1,11.3,97.8,7.15,13.4,53.4,0,0,0,0,0.1,0,0,0,Matches
166,Ethan Dobbelaere\1e772b7c,us USA,FW,Seattle,17,2002,0.6,15,18.3,81.8,211.7,71.7,10,11.7,85.7,5,6.67,75,0,0,,0,0,0,0,1.67,1.67,0,3.33,Matches
167,Griffin Dorsey\c182ca04,us USA,FW,Toronto FC,20,1999,0.1,20,20,100,280,170,10,10,100,10,10,100,0,0,,0,0,0,0,0,0,0,0,Matches
168,Jonathan dos Santos\91872dec,mx MEX,MF,LA Galaxy,29,1990,7.8,51.9,58.3,89,882.8,258.5,27.2,29.4,92.6,19.1,21.4,89.2,5,6.15,81.3,0,0.06,-0.06,0.77,3.97,1.28,0,5.26,Matches
169,Thiago dos Santos\5408d2b2,br BRA,MF,FC Dallas,30,1989,18,44.9,54.9,81.8,932.2,225,15,16.6,90.6,21.2,24.6,86.2,7.94,12.1,65.9,0,0.05,-0.05,0.56,3.22,0.61,0,4,Matches
170,Hassani Dotson\8f2af1ed,us USA,MFDF,Minnesota Utd,22,1997,13.5,40.4,48,84.1,730.7,173.6,17.8,20.2,87.9,16.4,19.4,84.7,5.11,6.37,80.2,0.07,0.04,0.04,0.67,3.11,0.81,0.15,3.78,Matches
171,Erik Duenas\6a8e0145,us USA,DF,Los Angeles FC,15,2004,0.4,55,75,73.3,1137.5,550,15,20,75,35,45,77.8,5,10,50,0,0,0,2.5,0,5,0,15,Matches
172,Bryce Duke\59557625,us USA,MF,Los Angeles FC,18,2001,2.7,54.1,69.3,78.1,795.2,176.7,32.2,38.1,84.5,16.7,20.4,81.8,2.96,5.93,50,0,0.11,-0.11,1.85,4.07,0.74,0,2.96,Matches
173,Cameron Duke\c679d9fd,us USA,MF,Sporting KC,18,2001,2.5,16.4,22.4,73.2,236.4,58.8,10,12,83.3,5.6,7.6,73.7,0.8,1.2,66.7,0,0.16,-0.16,2,0.8,1.6,0.4,2.8,Matches
174,Cameron Dunbar\a8734f4a,us USA,MF,LA Galaxy,17,2002,0.9,18.9,26.7,70.8,285.6,33.3,11.1,15.6,71.4,6.67,7.78,85.7,1.11,1.11,100,0,0.22,-0.22,3.33,0,0,0,0,Matches
175,Kyle Duncan\575e6cb1,us USA,DF,NY Red Bulls,22,1997,21.2,41.4,56.3,73.5,670.1,317.9,21.8,25.6,85.3,15.4,20.4,75.5,3.07,7.03,43.6,0.09,0.14,-0.05,0.75,2.88,1.37,0.47,4.39,Matches
176,Chris Duvall\39fae08b,us USA,DF,Portland Timbers,28,1991,8.3,31,41.1,75.4,650.1,256.9,10.6,12.5,84.6,14.8,17.6,84.2,5.3,10.1,52.4,0,0,0,0.12,1.93,0.24,0.24,3.01,Matches
177,Dom Dwyer\bdfc15f8,us USA,FW,Orlando City,29,1990,1.4,10,13.6,73.7,146.4,5,6.43,7.14,90,2.14,3.57,60,1.43,2.14,66.7,0.71,0.14,0.57,0.71,0,0,0,0,Matches
178,Jeremy Ebobisse\5fa7b2ec,us USA,FWMF,Portland Timbers,22,1997,11.8,18.6,25.7,72.3,320.1,70.8,9.07,11.6,78.1,7.12,9.66,73.7,1.78,2.97,60,0.17,0.1,0.07,1.1,1.27,0.68,0.08,1.86,Matches
179,Bobby Edwards\aef9f720,us USA,GK,FC Cincinnati,24,1995,2,11,21,52.4,479.5,337.5,1,1,100,3,3,100,7,16.5,42.4,0,0,0,0,0,0,0,0,Matches
180,Raheem Edwards\b828d56a,ca CAN,FWMF,Minnesota Utd,24,1995,3,28,39.3,71.2,480.3,136.3,12,16.7,72,12.3,15.7,78.7,2.33,3.67,63.6,0.67,0.43,0.23,1.67,1.67,1.33,0.33,4,Matches
181,Mandela Egbo\5603d397,eng ENG,DF,NY Red Bulls,22,1997,5,33,49.2,67.1,567.2,297.4,16.6,19.8,83.8,12.2,16.8,72.6,3.6,10,36,0.2,0.06,0.14,0.6,2.8,1.2,0.4,4,Matches
182,Alberth Elis\104b4ad3,hn HON,FW,Houston Dynamo,23,1996,4.2,14.5,23.6,61.6,195.5,64.8,10,13.3,75,4.29,7.38,58.1,0.24,0.48,50,0.71,0.26,0.45,1.67,0.95,0.48,0,2.86,Matches
183,Jack Elliott\041deebd,eng ENG,DFMF,Philadelphia,24,1995,10.9,38,46.3,82,933.9,306.4,7.71,9.45,81.6,19,20.6,92,11.1,15,73.8,0,0.05,-0.05,0.18,3.58,0.37,0,4.04,Matches
184,Tsubasa Endoh\46dca6e8,jp JPN,MFFW,Toronto FC,26,1993,6.9,30.4,37.4,81.4,492.9,145.7,17.2,18.7,92.2,9.28,11.4,81,3.04,5.36,56.8,0,0.16,-0.16,1.45,2.03,0.72,0.43,1.88,Matches
185,Magnus Eriksson\5571f8b5,se SWE,MF,San Jose,29,1990,5,54.8,68.8,79.7,1169,233.4,22.6,25.6,88.3,18.8,23,81.7,12.6,17.8,70.8,0.2,0.16,0.04,2.8,5,1.2,0.2,3.8,Matches
186,Franco Escobar\54f33d0e,ar ARG,DF,Atlanta Utd,24,1995,15.3,53.9,65.2,82.7,1247,353.3,14.1,16.1,87.4,27.6,30.8,89.4,11.9,17.1,69.7,0.07,0.01,0.05,0.26,3.99,0.65,0.26,3.99,Matches
187,Cristian Espinoza\9c794a80,ar ARG,MFFW,San Jose,24,1995,20,35,48.1,72.6,660.9,184.8,16.4,19.4,84.3,13.2,17.3,76.3,4.95,8.95,55.3,0.35,0.3,0.04,2.3,1.75,2.3,0.85,4,Matches
188,Roger Espinoza\60b7c195,hn HON,MF,Sporting KC,33,1986,10.5,33.1,40.5,81.9,645.5,144.2,14.2,16.6,85.6,12.1,13.9,87,6.19,8.38,73.9,0.1,0.03,0.07,0.57,3.81,0.95,0.19,3.24,Matches
189,Derrick Etienne\59059f1e,ht HAI,FWMF,Columbus Crew,23,1996,10,22.2,30.7,72.3,391.3,63.7,11.1,13.7,81,8.3,11,75.5,2.5,4.6,54.3,0.2,0.17,0.03,1.2,0.8,1.5,0.1,2.1,Matches
190,Diego Fagúndez\fe81682e,uy URU,MFFW,New England,24,1995,10.8,39.4,48.9,80.7,772.4,197.4,16.3,18.3,88.9,15.9,17.9,89.1,6.57,10.8,60.7,0,0.13,-0.13,1.57,3.8,0.74,0,3.98,Matches
191,Rod Fanni\28c4631c,fr FRA,DF,Montreal Impact,38,1981,10.5,40.7,46.2,88,945,312,10.4,11.5,90.1,20.6,22.1,93.1,9.33,11.7,79.7,0,0,0,0.1,3.33,0.1,0,2.95,Matches
192,Marco Farfan\cfc68595,us USA,DF,Portland Timbers,21,1998,9.5,34.2,43.6,78.5,613.2,258.1,15.3,17.5,87.3,15.1,18.4,81.7,3.37,5.89,57.1,0,0.01,-0.01,0.11,1.79,0.42,0.42,2.21,Matches
193,Andrew Farrell\71eda165,us USA,DF,New England,27,1992,19,41.8,50.3,83.1,1046.4,419.4,10.1,11.7,86,18.5,20.5,90.5,12.7,17.1,74.7,0,0.01,-0.01,0.05,3.79,0.11,0,3.68,Matches
194,Felipe\2415bd0a,br BRA,MF,D.C. United,29,1990,7,48.3,57.3,84.3,930.1,238,21.3,22.6,94.3,19.1,21.6,88.7,7.29,11.9,61.4,0.14,0.07,0.07,0.57,4,0.86,0.29,4.43,Matches
195,Luis Felipe\a07caf31,br BRA,MF,San Jose,24,1996,2.2,35.5,42.3,83.9,619.5,151.8,16.8,18.6,90.2,15.9,17.7,89.7,2.73,5,54.5,0,0,0,0.45,1.82,0,0,3.18,Matches
196,Rolf Feltscher\27baf026,ve VEN,DF,LA Galaxy,29,1990,13.9,36.7,50.9,72,659.1,328.6,17.7,20.6,85.7,15.3,21.3,71.6,3.67,7.99,45.9,0.14,0.05,0.09,0.5,2.16,1.08,0.5,3.96,Matches
197,Gerso Fernandes\43cbe937,gw GNB,FWMF,Sporting KC,28,1991,9.1,17.7,25.5,69.4,235.7,53.4,11.1,13.6,81.5,5.49,8.24,66.7,0.22,1.32,16.7,0.33,0.32,0.01,1.32,0.33,0.88,0.33,1.32,Matches
198,Omir Fernandez\622986f0,us USA,FWMF,NY Red Bulls,20,1999,6.4,19.1,25.8,73.9,253.3,62.3,12,13.9,86.5,5.16,7.81,66,0.47,1.41,33.3,0.16,0.14,0.02,0.94,0.94,0.94,0,1.88,Matches
199,Jesus Ferreira\f61246d8,us USA,MFFW,FC Dallas,19,2000,10.8,28.1,37,76,491.1,131.3,12.9,15.9,80.8,11.7,14.6,79.7,2.78,4.63,60,0.09,0.07,0.02,0.93,2.87,0.56,0.09,3.8,Matches
200,Carlos Fierro\bbd2b6b7,mx MEX,MFFW,San Jose,25,1994,10.7,19.9,28.5,69.8,366.6,120,9.25,11.5,80.5,7.66,9.91,77.4,2.34,4.58,51,0.28,0.13,0.15,1.12,2.06,1.59,0.84,2.52,Matches
201,Jorge Figal\91e44066,ar ARG,DF,Inter Miami,25,1994,19.4,43.5,53.4,81.5,988.1,336.7,13,14,92.6,20.7,23.1,89.5,9.54,15.2,62.9,0,0.03,-0.03,0.31,3.76,0.52,0.21,3.71,Matches
202,Maynor Figueroa\d8524b21,hn HON,DF,Houston Dynamo,36,1983,19.1,54.8,63.7,86.1,1319.3,453.2,13.5,14.6,92.5,26.5,28.9,91.7,14.3,19,75.4,0,0.02,-0.02,0.31,5.34,0.21,0.1,4.97,Matches
203,Ethan Finlay\c16a59af,us USA,FWMF,Minnesota Utd,29,1990,10.6,16.7,22.6,73.8,236.8,72.6,10.3,12.1,85.2,4.53,6.79,66.7,0.85,1.7,50,0.19,0.11,0.08,1.13,1.23,0.47,0.28,1.6,Matches
204,Oniel Fisher\ed5fdca6,jm JAM,DF,D.C. United,28,1991,7.5,29.5,41.2,71.5,544,206.4,14.7,16.5,88.7,11.5,15.9,72.3,3.07,6.27,48.9,0,0.03,-0.03,0.27,1.6,0.67,0.53,1.33,Matches
205,Andrés Flores\67c11728,sv SLV,FWMF,Portland Timbers,29,1990,2.1,27.1,35.2,77,402.9,119.5,15.7,16.2,97.1,9.05,11.9,76,1.9,5.71,33.3,0,0.05,-0.05,0.95,2.86,0.48,0,2.86,Matches
206,Edison Flores\ef2c82f8,pe PER,MFFW,D.C. United,25,1994,9.6,29,36.3,79.9,507.4,148.2,14.8,16.4,90.4,9.79,12.1,81,3.85,6.04,63.8,0.31,0.21,0.1,2.08,1.77,1.04,0.42,3.02,Matches
207,Anthony Fontana\1f34358e,us USA,MFFW,Philadelphia,20,1999,5.7,26.3,31.9,82.4,426.3,120.5,13.2,16,82.4,10,11.1,90.5,2.28,2.81,81.3,0,0.07,-0.07,0.7,1.05,1.23,0.35,3.33,Matches
208,Andreu Fontàs\0f138d5a,es ESP,DF,Sporting KC,30,1989,3,54,59.7,90.5,1188.3,409.3,13.7,14.3,95.3,31,32.7,94.9,9.33,11.7,80,0,0,0,0,8,0,0,5.67,Matches
209,Waylon Francis\a3a1849f,cr CRC,DF,Columbus Crew,29,1990,2.2,33.6,41.8,80.4,661.4,229.5,13.2,13.6,96.7,15,18.6,80.5,5.45,9.09,60,0,0.09,-0.09,0.91,3.64,1.36,0.45,5,Matches
210,Przemysław Frankowski\00a8d210,pl POL,FWMF,Chicago Fire,24,1995,16.2,30.4,40.7,74.7,523.5,171.2,14.7,17.5,84.1,11.4,14.9,76.8,3.33,5.68,58.7,0.06,0.17,-0.11,2.04,2.1,2.1,0.74,3.89,Matches
211,Liam Fraser\d784062b,ca CAN,MF,Toronto FC,21,1998,4.9,65.3,74.1,88.2,1296.9,396.9,26.7,28.6,93.6,26.5,29.6,89.7,11.2,14.5,77.5,0,0,0,0.2,6.73,0,0,7.14,Matches
212,Matt Freese\2f49476c,us USA,GK,Philadelphia,21,1998,1,8,25,32,453,387,1,1,100,0,0,,7,24,29.2,0,0,0,0,1,0,0,0,Matches
213,Stefan Frei\1d0a0f3e,ch SUI,GK,Seattle,33,1986,22,28.4,34.5,82.2,846.4,497.8,3.73,3.77,98.8,12.8,12.9,99.3,11.5,17.5,65.6,0,0.01,-0.01,0.05,0.14,0,0,0,Matches
214,Alejandro Fuenmayor\77edb7ec,ve VEN,DF,Houston Dynamo,23,1996,3.4,41.2,47.9,85.9,883.2,272.9,8.53,8.82,96.7,24.7,26.2,94.4,7.06,11.5,61.5,0,0,0,0.29,0.88,0.29,0,2.35,Matches
215,Gilbert Fuentes\a0f5470d,us USA,FW,San Jose,17,2002,0.1,70,100,70,1110,180,30,30,100,40,40,100,0,0,,0,0,0,0,0,0,0,10,Matches
216,Ray Gaddis\8348b24d,us USA,DF,Philadelphia,30,1990,14.1,36.1,45.7,78.9,668.7,291.6,15,17.2,87.2,17.4,21.6,80.7,3.55,5.89,60.2,0.07,0.02,0.05,0.43,2.84,0.5,0.14,3.48,Matches
217,Tony Gallacher\94177773,sct SCO,DF,Toronto FC,20,1999,5.1,42.4,54.7,77.4,695.3,230.2,21.2,24.7,85.7,17.1,21.2,80.6,3.73,7.45,50,0.2,0.1,0.1,0.39,1.96,0.39,0.39,2.16,Matches
218,Jon Gallagher\9d5afdfb,ie IRL,FWMF,Atlanta Utd,23,1996,10.9,19.8,27.5,72,356.9,94.9,10,12.6,79.6,6.06,8.17,74.2,3.12,5.14,60.7,0,0.13,-0.13,1.19,0.73,0.92,0.55,1.38,Matches
219,Erickson Gallardo\6251c0e7,ve VEN,MFFW,Toronto FC,26,1993,1.8,19.4,27.8,70,332.8,89.4,11.1,12.8,87,5,9.44,52.9,2.78,3.89,71.4,0,0.17,-0.17,1.11,1.11,1.11,1.11,1.67,Matches
220,Pedro Gallese\b76e1394,pe PER,GK,Orlando City,29,1990,19,18.9,24.8,76.4,522.6,324.9,3.89,3.89,100,8.42,8.63,97.6,6.53,12.2,53.7,0,0,0,0,0,0,0,0,Matches
221,Braian Galván\bbfbd4d3,ar ARG,FW,Colorado Rapids,19,2000,2.8,36.8,44.6,82.4,664.3,121.8,15,17.9,84,17.5,19.6,89.1,3.57,5,71.4,0.36,0.14,0.21,2.86,1.79,1.07,0.36,2.14,Matches
222,Boniek García\889ce425,hn HON,MF,Houston Dynamo,35,1984,9.2,36.2,43.9,82.4,631.7,177.5,17.1,19.5,87.7,14.2,16.8,84.5,3.8,5.33,71.4,0,0.08,-0.08,0.98,4.02,0.65,0.11,4.24,Matches
223,Christopher Garcia\f6390a6b,us USA,FW,Real Salt Lake,17,2003,0,2,3,66.7,22,8,2,2,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,Matches
224,Greg Garza\5ae88d65,us USA,DF,FC Cincinnati,28,1991,5.7,40.7,49.1,82.9,722.6,188.9,17.5,19.3,90.9,18.8,20.9,89.9,4.04,8.25,48.9,0,0.12,-0.12,1.05,1.75,1.23,0.53,2.46,Matches
225,Chase Gasper\7371ec36,us USA,DF,Minnesota Utd,24,1996,16.6,41.1,51.3,80,744,340.4,18,19.2,93.4,18.8,22.8,82.3,3.98,7.83,50.8,0.06,0.05,0.01,0.66,3.13,0.66,0.3,4.52,Matches
226,Carles Gil\11c30a46,es ESP,MFFW,New England,27,1992,4.1,55.1,69.5,79.3,1069.5,380.7,21.7,25.4,85.6,24.1,27.3,88.4,8.29,13.7,60.7,0.24,0.32,-0.07,5.61,4.63,3.9,0.73,8.78,Matches
227,Gastón Giménez\ab66cc31,py PAR,MF,Chicago Fire,28,1991,17.3,46.8,54.9,85.4,963.8,229.2,18,19.2,93.7,20.1,22.1,91.1,8.21,12.3,66.7,0.17,0.12,0.06,1.16,4.51,0.87,0,4.86,Matches
228,Francisco Ginella\5a28a782,uy URU,MF,Los Angeles FC,21,1999,12.9,48.7,58.3,83.5,853.5,257.8,21.7,24.5,88.6,21.5,25,86,4.88,6.67,73.3,0.23,0.12,0.11,1.09,6.43,0.85,0,6.12,Matches
229,Justen Glad\5b768b0f,us USA,DF,Real Salt Lake,22,1997,14.2,47.9,58.2,82.2,1095.6,384.6,15,16.3,92.2,22.3,26,85.9,10.3,15.1,67.9,0,0,0,0.07,2.96,0.35,0.07,2.32,Matches
230,Jakob Glesnes\ac65aef3,no NOR,DF,Philadelphia,25,1994,16.6,36.4,43,84.9,1008.8,319.8,5.96,7.05,84.6,17.5,19,92.1,12.8,16.4,78.3,0,0.01,-0.01,0.24,2.89,0.12,0,2.59,Matches
231,Aníbal Godoy\2d496ca3,pa PAN,MF,Nashville,29,1990,16.6,54.2,59,91.9,1160.8,292.9,19.2,20.5,93.8,23.4,24.8,94.4,11.1,12.8,87.3,0,0.04,-0.04,0.6,6.33,0.48,0.06,5.12,Matches
232,Erik Godoy\e8b80334,ar ARG,DF,Vancouver,26,1993,10.4,42.3,48.1,88,1019.9,417.1,8.46,9.04,93.6,22.4,24.4,91.7,11.1,13.7,81,0,0.01,-0.01,0.29,2.79,0.48,0,4.04,Matches
233,Yeimar Gómez Andrade\e43c8d72,co COL,DF,Seattle,27,1992,18,47.8,55.9,85.5,1143.4,377.1,11.4,13.2,86.9,22.9,25.2,90.9,13.2,16.6,79.9,0,0,0,0.11,3.06,0,0,2.67,Matches
234,Leandro González Pirez\5ba1112c,ar ARG,DF,Inter Miami,27,1992,16,37.9,45.1,84.2,925.8,361.4,8.31,9.44,88.1,19.9,21.3,93.5,9.69,13.8,70.1,0.06,0.01,0.06,0.13,3.56,0.19,0.13,3.25,Matches
235,Giancarlo González\117beb8f,cr CRC,DF,LA Galaxy,31,1988,8.4,27.1,33.9,80,682.3,230.5,4.64,5.12,90.7,14.5,15.8,91.7,7.86,12.3,64.1,0,0,0,0,1.19,0,0,1.67,Matches
236,Jesse Gonzalez\203a7651,mx MEX,GK,FC Dallas,24,1995,2,25,31,80.6,588.5,338.5,6.5,6.5,100,12,12.5,96,6,11.5,52.2,0,0,0,0,0.5,0,0,0,Matches
237,Omar Gonzalez\0d2fe665,us USA,DF,Toronto FC,31,1988,20.8,41.2,47.4,86.9,895.9,314,10.3,11.5,90,23.3,25,93.3,6.92,9.9,69.9,0,0,0,0.05,1.92,0.14,0.05,2.31,Matches
238,Yony González\c6c88c7d,co COL,FW,LA Galaxy,25,1994,5.3,18.9,25.5,74.1,257.2,41.7,11.7,14.2,82.7,6.42,7.74,82.9,0.19,1.32,14.3,0.19,0.15,0.04,0.75,0.94,0.38,0,0.94,Matches
239,Ján Greguš\7d974435,sk SVK,MF,Minnesota Utd,29,1991,17.7,54.1,65.3,82.9,1083.7,321.8,21.5,23.3,92,22.9,26,88,9.1,14.2,63.9,0.28,0.12,0.16,1.69,5.65,0.51,0.17,5.82,Matches
