Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
437,Jayden Nelson\92305a81,ca CAN,FW,Toronto FC,17,2002,1.6,37,49,75.5,605,39,24,28,85.7,9,12,75,4,7,57.1,0,0,0,0,2,0,0,1,Matches
438,John Nelson\df8c4d49,us USA,DF,FC Dallas,21,1998,7.9,289,356,81.2,5360,1585,113,122,92.6,145,170,85.3,30,52,57.7,1,0.5,+0.5,1,12,3,1,11,Matches
439,Krisztián Németh\e1f5275f,hu HUN,FW,Columbus Crew,31,1989,2.1,31,37,83.8,501,51,18,20,90,10,12,83.3,2,3,66.7,0,0,0,0,1,1,1,1,Matches
440,Jake Nerwinski\2b5801d0,us USA,DF,Vancouver,25,1994,18.9,741,902,82.2,12963,4779,335,370,90.5,341,404,84.4,59,106,55.7,0,0.4,-0.4,7,36,6,4,48,Matches
441,Lee Nguyen\35feb4cd,us USA,MF,Inter Miami,33,1986,1.1,69,82,84.1,1405,544,32,35,91.4,24,30,80,12,15,80,0,0.4,-0.4,6,14,0,0,11,Matches
442,Lee Nguyen\35feb4cd,us USA,MF,New England,33,1986,8,403,474,85,7830,2316,165,176,93.8,159,177,89.8,73,107,68.2,1,2.1,-1.1,25,46,17,0,58,Matches
443,Sam Nicholson\8c8ac996,sct SCO,FWDF,Colorado Rapids,25,1995,1.9,39,61,63.9,617,98,20,26,76.9,19,26,73.1,0,6,0,0,0.1,-0.1,2,0,2,1,2,Matches
444,Gonzalo Nicolás Martínez\cd00ceea,ar ARG,FWMF,Atlanta Utd,26,1993,6.5,216,325,66.5,4629,1352,104,118,88.1,62,91,68.1,49,95,51.6,1,1.4,-0.4,14,27,5,2,32,Matches
445,Jarosław Niezgoda\60c659b6,pl POL,FW,Portland Timbers,24,1995,6.7,102,147,69.4,1333,235,62,83,74.7,27,42,64.3,3,6,50,1,0.5,+0.5,3,7,4,0,10,Matches
446,Moses Nyeman\09d33255,us USA,MF,D.C. United,16,2003,5.5,227,279,81.4,4148,997,109,130,83.8,83,96,86.5,32,42,76.2,0,0.1,-0.1,3,20,1,1,10,Matches
447,Shane O'Neill\a62a56b4,us USA,DF,Seattle,26,1993,13.8,594,669,88.8,13912,4512,148,164,90.2,304,319,95.3,137,173,79.2,0,0.3,-0.3,3,36,2,0,21,Matches
448,David Ochoa\dba6b279,us USA,GK,Real Salt Lake,19,2001,1,15,40,37.5,469,365,4,4,100,4,4,100,7,31,22.6,0,0,0,0,0,0,0,0,Matches
449,Chris Odoi-Atsem\375ec69e,us USA,DF,D.C. United,24,1995,8.6,261,360,72.5,4600,1994,117,134,87.3,126,161,78.3,17,55,30.9,0,0.4,-0.4,4,17,7,5,25,Matches
450,Noble Okello\6bc16162,ca CAN,MF,Toronto FC,19,2000,0.3,5,9,55.6,136,76,2,2,100,1,3,33.3,2,4,50,0,0,0,0,3,0,0,2,Matches
451,Orji Okwonkwo\905a4f61,ng NGA,FWMF,Montreal Impact,22,1998,5.5,109,158,69,1918,383,50,64,78.1,48,63,76.2,11,18,61.1,1,0.1,+0.9,2,4,2,1,7,Matches
452,Wyatt Omsberg\cd44ba68,us USA,DF,Chicago Fire,24,1995,2.1,102,131,77.9,2268,479,30,35,85.7,51,55,92.7,21,41,51.2,1,0.2,+0.8,1,1,0,0,1,Matches
453,Zdeněk Ondrášek\8d120526,cz CZE,FW,FC Dallas,31,1988,3.5,48,70,68.6,865,140,20,29,69,20,31,64.5,6,6,100,1,0.3,+0.7,3,1,1,0,3,Matches
454,Nedum Onuoha\b28a0b5a,eng ENG,DF,Real Salt Lake,33,1986,14.6,590,644,91.6,12309,3541,149,168,88.7,343,356,96.3,90,108,83.3,0,0.3,-0.3,4,20,3,1,27,Matches
455,Ike Opara\6f1d6006,us USA,DF,Minnesota Utd,30,1989,2,36,45,80,722,205,13,14,92.9,18,20,90,4,10,40,0,0,0,0,3,0,0,2,Matches
456,Kwadwo Opoku\226a288e,gh GHA,FW,Los Angeles FC,18,2001,0.6,17,21,81,261,76,13,14,92.9,2,2,100,2,3,66.7,1,0.2,+0.8,1,2,1,0,4,Matches
457,Jonathan Osorio\70106ff6,ca CAN,MF,Toronto FC,27,1992,15.6,981,1082,90.7,16327,4695,491,519,94.6,390,420,92.9,82,108,75.9,2,0.8,+1.2,14,96,19,1,95,Matches
458,Leonard Owusu\a06c6c8a,gh GHA,MF,Vancouver,22,1997,14.5,482,556,86.7,10176,1862,154,178,86.5,238,255,93.3,83,108,76.9,1,0.5,+0.5,6,43,0,0,30,Matches
459,Juan Pablo Torres\b57d06fd,us USA,FW,NYCFC,20,1999,0,2,2,100,37,11,0,0,,2,2,100,0,0,,0,0,0,0,0,0,0,0,Matches
460,Diego Palacios\6ec37f2e,ec ECU,DF,Los Angeles FC,20,1999,13.6,696,865,80.5,11622,4011,343,373,92,301,380,79.2,43,85,50.6,0,1.6,-1.6,12,41,12,5,69,Matches
461,Marcelo Palomino\350de244,us USA,MF,Houston Dynamo,18,2001,0.3,25,27,92.6,514,149,9,10,90,11,11,100,4,5,80,0,0,0,1,2,0,0,4,Matches
462,James Pantemis\901408ac,ca CAN,GK,Montreal Impact,22,1997,3,87,107,81.3,2225,1333,17,18,94.4,47,47,100,23,42,54.8,0,0,0,0,0,0,0,0,Matches
463,Cristhian Paredes\0d8a2551,py PAR,MF,Portland Timbers,21,1998,9.1,323,420,76.9,6155,1620,134,166,80.7,137,169,81.1,46,65,70.8,0,0.3,-0.3,8,31,4,3,33,Matches
464,Kevin Paredes\5c50fdbc,us USA,MFDF,D.C. United,16,2003,10.5,303,395,76.7,5025,1772,158,182,86.8,121,149,81.2,21,45,46.7,1,0.4,+0.6,8,19,9,2,35,Matches
465,Tim Parker\4988a44d,us USA,DF,NY Red Bulls,26,1993,18,467,616,75.8,9733,4558,159,187,85,214,250,85.6,86,160,53.8,1,0.2,+0.8,2,37,1,0,43,Matches
466,Keaton Parks\77986763,us USA,MF,NYCFC,22,1997,19.2,877,1024,85.6,16898,4533,397,444,89.4,311,349,89.1,146,184,79.3,0,1.3,-1.3,15,98,20,2,106,Matches
467,Santiago Patiño\70cb3cf1,us USA,FWMF,Orlando City,22,1997,0.1,2,2,100,31,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
468,João Paulo Mior\b96aa1d6,br BRA,MF,Seattle,28,1991,16.7,1094,1310,83.5,22797,7476,410,456,89.9,450,502,89.6,211,308,68.5,3,2.3,+0.7,21,143,20,5,132,Matches
469,Cristian Pavón\a664b026,ar ARG,FWMF,LA Galaxy,24,1996,22,637,946,67.3,11450,3760,308,391,78.8,229,314,72.9,80,176,45.5,3,4.5,-1.5,41,52,40,8,100,Matches
470,Damiano Pecile\c2a2ad20,ca CAN,MF,Vancouver,17,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
471,Matías Pellegrini\b59f0060,ar ARG,FWMF,Inter Miami,19,2000,10.7,254,332,76.5,4228,1148,130,152,85.5,103,125,82.4,19,38,50,2,1.5,+0.5,13,17,6,1,23,Matches
472,Ronaldo Peña\e9b0ad3d,ve VEN,FW,Houston Dynamo,22,1997,0.4,8,13,61.5,111,8,3,4,75,4,7,57.1,0,1,0,0,0,0,0,0,0,0,0,Matches
473,Jason Pendant\22fe9049,fr FRA,DF,NY Red Bulls,22,1997,17.9,703,1009,69.7,11608,5454,364,419,86.9,280,379,73.9,46,161,28.6,2,0.8,+1.2,10,68,16,7,78,Matches
474,Cristian Penilla\64d36568,ec ECU,FWMF,New England,28,1991,10.7,239,333,71.8,4896,1385,112,141,79.4,73,105,69.5,49,66,74.2,3,1.4,+1.6,14,27,18,6,37,Matches
475,Ricardo Pepi\a2b1ed42,us USA,FWMF,FC Dallas,17,2003,5.2,100,121,82.6,1487,281,58,65,89.2,35,40,87.5,5,5,100,1,0.4,+0.6,3,3,1,0,5,Matches
476,Andrés Perea\7e1dbecf,us USA,MFFW,Orlando City,19,2000,13.3,500,585,85.5,9471,2037,213,243,87.7,197,221,89.1,78,99,78.8,2,1.3,+0.7,10,49,2,1,32,Matches
477,Mauricio Pereyra\f45eb18d,uy URU,MFFW,Orlando City,29,1990,12.2,569,694,82,11014,3050,254,285,89.1,210,240,87.5,93,144,64.6,5,4.3,+0.7,29,72,29,1,73,Matches
478,Adrien Perez\298a167b,us USA,FW,Los Angeles FC,24,1995,3.4,71,104,68.3,998,176,45,56,80.4,21,32,65.6,3,13,23.1,0,0,0,0,5,0,0,3,Matches
479,Tom Pettersson\c1268aa3,se SWE,DF,FC Cincinnati,29,1990,12.7,642,717,89.5,14462,3776,152,161,94.4,367,394,93.1,122,155,78.7,0,0,0,1,13,0,0,15,Matches
480,Pablo Piatti\48e89655,ar ARG,MFFW,Toronto FC,30,1989,14.7,609,754,80.8,9802,2551,336,383,87.7,195,235,83,59,106,55.7,3,2,+1.0,22,35,26,6,60,Matches
481,Fafà Picault\dbaa10c0,us USA,FW,FC Dallas,28,1991,11.5,265,369,71.8,4265,913,132,169,78.1,106,143,74.1,19,38,50,1,1.4,-0.4,13,11,8,4,24,Matches
482,Samuel Piette\bc33c73b,ca CAN,MFFW,Montreal Impact,25,1994,21.5,735,906,81.1,14145,3499,294,334,88,333,391,85.2,99,149,66.4,1,2.4,-1.4,23,88,14,4,79,Matches
483,Mauricio Pineda\e0c17cde,us USA,DFMF,Chicago Fire,22,1997,22.4,1100,1235,89.1,25330,6929,272,281,96.8,557,591,94.2,261,340,76.8,2,0.6,+1.4,4,51,6,0,61,Matches
484,Donovan Pines\7bd25363,us USA,DF,D.C. United,21,1998,15,549,660,83.2,11961,4143,158,184,85.9,283,314,90.1,99,145,68.3,0,0.3,-0.3,2,22,1,0,18,Matches
485,Rodolfo Pizarro\4b49ed54,mx MEX,MFFW,Inter Miami,25,1994,17.5,514,656,78.4,8654,2653,250,297,84.2,204,255,80,44,64,68.8,4,2.1,+1.9,24,65,30,4,93,Matches
486,Andy Polo\d886b9b9,pe PER,MFFW,Portland Timbers,25,1994,8.4,328,377,87,5925,1278,134,150,89.3,154,172,89.5,32,38,84.2,1,0.3,+0.7,3,18,7,1,30,Matches
487,Matt Polster\d1d418f8,us USA,MF,New England,26,1993,8.4,409,471,86.8,8914,2865,124,146,84.9,200,212,94.3,83,104,79.8,1,0.6,+0.4,9,42,7,1,49,Matches
488,Paxton Pomykal\c1f0fb45,us USA,FWMF,FC Dallas,20,1999,1.7,75,91,82.4,1407,367,32,36,88.9,35,42,83.3,8,11,72.7,0,0.2,-0.2,3,5,2,0,12,Matches
489,Justin Portillo\b7aa9657,us USA,MF,Real Salt Lake,27,1992,3,121,145,83.4,2548,538,45,47,95.7,52,53,98.1,22,40,55,0,0,0,0,13,1,0,8,Matches
490,Alvas Powell\2f91124d,jm JAM,DF,Inter Miami,25,1994,2.2,55,93,59.1,1105,595,20,29,69,27,38,71.1,8,20,40,0,0,0,0,5,1,0,9,Matches
491,Alejandro Pozuelo\5e1280ff,es ESP,MFFW,Toronto FC,28,1991,22.3,1201,1488,80.7,20761,5511,608,670,90.7,421,507,83,143,237,60.3,9,8.1,+0.9,66,117,82,8,165,Matches
492,Jack Price\6217c92d,eng ENG,MF,Colorado Rapids,27,1992,14.6,920,1100,83.6,19841,5618,287,312,92,443,492,90,182,279,65.2,4,2,+2.0,29,114,9,3,84,Matches
493,Ralph Priso-Mbongue\acb3e899,ca CAN,MFFW,Toronto FC,17,2002,1.8,105,122,86.1,1850,372,47,53,88.7,49,52,94.2,9,13,69.2,0,0.1,-0.1,1,8,3,0,9,Matches
494,Kacper Przybyłko\4c53a714,pl POL,FW,Philadelphia,26,1993,21.9,473,643,73.6,7009,1321,284,343,82.8,133,194,68.6,33,53,62.3,6,5.5,+0.5,32,25,18,3,47,Matches
495,Alan Pulido\b3085df7,mx MEX,FW,Sporting KC,28,1991,10.6,255,306,83.3,3843,537,146,165,88.5,82,96,85.4,16,21,76.2,5,2.2,+2.8,14,17,10,0,16,Matches
496,Roberto Punčec\a97afc61,hr CRO,DF,Sporting KC,28,1991,18.6,797,901,88.5,17991,5119,187,205,91.2,453,478,94.8,148,201,73.6,1,0.1,+0.9,2,59,1,0,39,Matches
497,Andrew Putna\5ba8a3f3,us USA,GK,Real Salt Lake,25,1994,15,256,484,52.9,8895,6367,44,45,97.8,103,105,98.1,109,334,32.6,0,0,0,0,11,0,0,0,Matches
498,Valeri Qazaishvili\c8c03e98,ge GEO,FWMF,San Jose,27,1993,8.9,267,299,89.3,4614,993,138,145,95.2,105,118,89,23,27,85.2,1,0.4,+0.6,10,26,10,1,32,Matches
499,Darwin Quintero\0cc00553,co COL,FWMF,Houston Dynamo,32,1987,18.7,714,1000,71.4,14113,6370,287,360,79.7,292,369,79.1,122,220,55.5,7,7.2,-0.2,64,117,57,3,209,Matches
500,Romell Quioto\122e850d,hn HON,FWMF,Montreal Impact,28,1991,16.5,347,459,75.6,5571,1181,199,218,91.3,109,136,80.1,35,78,44.9,5,2.3,+2.7,22,12,17,8,26,Matches
501,Jukka Raitala\67b054d1,fi FIN,DF,Montreal Impact,31,1988,15,697,829,84.1,14270,6244,228,258,88.4,370,421,87.9,95,129,73.6,0,0.7,-0.7,5,77,4,3,58,Matches
502,Christian Ramirez\316d5521,us USA,FW,Houston Dynamo,28,1991,7.5,119,167,71.3,2046,359,63,82,76.8,34,47,72.3,15,18,83.3,1,1.1,-0.1,8,7,3,0,11,Matches
503,Jeizon Ramírez\8f4b4b80,ve VEN,FWMF,Real Salt Lake,18,2001,1,33,44,75,599,206,13,16,81.3,15,18,83.3,4,8,50,0,0.1,-0.1,1,5,0,0,9,Matches
504,Greg Ranjitsingh\4b1cbf4d,tt TRI,GK,Minnesota Utd,26,1993,3,69,94,73.4,1850,1092,12,12,100,36,38,94.7,20,43,46.5,0,0,0,0,0,0,0,0,Matches
505,Ryan Raposo\f006a9b3,ca CAN,MFFW,Vancouver,20,1999,4.3,102,134,76.1,1799,392,49,58,84.5,43,55,78.2,8,13,61.5,0,0.4,-0.4,3,8,4,2,8,Matches
506,Matthew Real\1c2c030a,us USA,DF,Philadelphia,20,1999,7,249,347,71.8,4835,1830,97,105,92.4,118,146,80.8,31,83,37.3,1,0.2,+0.8,1,14,3,3,26,Matches
507,Adrien Regattin\b87a2715,ma MAR,FWMF,FC Cincinnati,28,1991,7,190,245,77.6,3918,604,84,101,83.2,56,73,76.7,44,59,74.6,2,0.9,+1.1,11,13,6,4,12,Matches
508,Winston Reid\562eed5c,nz NZL,DF,Sporting KC,31,1988,8.1,280,328,85.4,6927,2356,57,69,82.6,143,155,92.3,76,98,77.6,0,0,0,1,32,1,0,23,Matches
509,Eric Remedi\38e2cbd6,ar ARG,MF,Atlanta Utd,24,1995,12.9,535,636,84.1,11543,2271,183,208,88,231,251,92,116,156,74.4,1,0.5,+0.5,3,46,7,2,37,Matches
510,Justin Rennicks\0aaa1c04,us USA,FWMF,New England,20,1999,0.4,7,8,87.5,99,49,2,3,66.7,3,3,100,0,0,,0,0.1,-0.1,1,0,0,0,1,Matches
511,Andrés Reyes\36ab14f5,co COL,DF,Inter Miami,20,1999,12.2,363,424,85.6,7938,2536,97,104,93.3,201,219,91.8,62,95,65.3,0,0,0,0,22,1,0,23,Matches
512,Yordy Reyna\eec316d9,pe PER,FW,Vancouver,26,1993,4.4,115,134,85.8,2118,563,53,57,93,44,50,88,17,21,81,1,0.6,+0.4,5,17,5,0,17,Matches
513,Yordy Reyna\eec316d9,pe PER,FWMF,D.C. United,26,1993,2.6,68,87,78.2,1388,379,27,32,84.4,31,34,91.2,10,19,52.6,0,0.2,-0.2,3,10,4,0,12,Matches
514,Andre Reynolds II\d46dbe4f,us USA,DF,Chicago Fire,18,2001,0.2,5,10,50,107,59,1,1,100,3,5,60,1,3,33.3,0,0,0,0,0,0,0,0,Matches
515,Bryan Reynolds\2306bf5c,us USA,DF,FC Dallas,18,2001,14.1,578,715,80.8,10115,4481,277,312,88.8,242,289,83.7,52,92,56.5,3,2.5,+0.5,14,34,21,11,50,Matches
516,Emanuel Reynoso\614b26e3,ar ARG,MFFW,Minnesota Utd,24,1995,9.2,397,521,76.2,6904,2535,191,206,92.7,131,170,77.1,58,108,53.7,6,3.8,+2.2,32,54,17,4,65,Matches
517,Andrés Ricaurte\4db5b8cb,co COL,MF,FC Dallas,28,1991,12.3,687,848,81,15180,3672,223,244,91.4,300,354,84.7,151,226,66.8,1,2.8,-1.8,33,67,24,6,73,Matches
518,Spencer Richey\d9178ea2,us USA,GK,FC Cincinnati,27,1992,9.1,222,292,76,6606,4143,44,44,100,91,95,95.8,85,150,56.7,0,0,0,0,1,0,0,0,Matches
519,Tosaint Ricketts\54769358,ca CAN,FWMF,Vancouver,32,1987,5.1,83,108,76.9,1202,226,49,63,77.8,24,27,88.9,6,9,66.7,0,0,0,0,5,0,0,4,Matches
520,Alexander Ring\6c1221d6,fi FIN,MFFW,NYCFC,28,1991,22.4,1022,1230,83.1,20877,5199,422,483,87.4,383,434,88.2,199,273,72.9,4,2.2,+1.8,29,98,29,0,85,Matches
521,Andrés Ríos\f825bd33,ar ARG,FWMF,San Jose,30,1989,18.9,394,483,81.6,7092,1495,191,226,84.5,114,140,81.4,65,80,81.3,1,2.2,-1.2,29,38,7,0,36,Matches
522,Gelmin Rivas\c1ad37dc,ve VEN,FW,D.C. United,30,1989,5.6,88,114,77.2,1337,189,47,61,77,24,32,75,10,10,100,0,0.5,-0.5,2,4,1,0,5,Matches
523,Robinho\d6d16e83,br BRA,MFDF,Orlando City,25,1995,1.6,57,78,73.1,1115,288,20,25,80,31,37,83.8,6,13,46.2,0,0.2,-0.2,2,4,0,0,7,Matches
524,Miles Robinson\782a95d9,us USA,DF,Atlanta Utd,22,1997,15.5,885,990,89.4,22120,6653,166,187,88.8,476,506,94.1,241,289,83.4,0,0,0,2,71,0,0,61,Matches
525,Robbie Robinson\e0dae99f,us USA,FW,Inter Miami,21,1998,4.8,76,92,82.6,991,239,47,54,87,23,29,79.3,2,2,100,0,0.5,-0.5,3,6,2,0,4,Matches
526,Luis Robles\15e6b513,us USA,GK,Inter Miami,35,1984,15,262,363,72.2,7812,4999,52,52,100,98,99,99,101,201,50.2,0,0,0,0,5,0,0,0,Matches
527,Tony Rocha\85538cdd,bz BLZ,MFFW,NYCFC,26,1993,0.6,29,39,74.4,523,171,13,16,81.3,11,11,100,4,9,44.4,0,0.5,-0.5,3,4,3,0,6,Matches
528,Brian Rodríguez\c86041d7,uy URU,FW,Los Angeles FC,19,2000,16,393,582,67.5,6912,2000,209,262,79.8,124,173,71.7,52,118,44.1,6,5.3,+0.7,43,11,30,2,48,Matches
529,Memo Rodriguez\fc6c6b2b,us USA,MFFW,Houston Dynamo,24,1995,17.7,501,658,76.1,9738,2618,220,256,85.9,178,210,84.8,86,156,55.1,2,2.3,-0.3,30,48,27,6,61,Matches
530,Alex Roldan\1255a82a,sv SLV,DFFW,Seattle,23,1996,6.4,273,359,76,4910,1886,134,151,88.7,101,131,77.1,34,59,57.6,1,0.7,+0.3,5,20,10,4,25,Matches
531,Cristian Roldan\48875649,us USA,MFFW,Seattle,24,1995,21,852,1067,79.9,16187,4412,366,420,87.1,353,418,84.4,116,174,66.7,5,3.2,+1.8,27,83,28,15,92,Matches
532,David Romney\b7b6e781,us USA,DF,Nashville,26,1993,23,867,1022,84.8,20047,7091,189,204,92.6,496,543,91.3,177,265,66.8,1,0.2,+0.8,3,43,2,0,45,Matches
533,Eloy Room\6b33d86b,cw CUW,GK,Columbus Crew,30,1989,16.8,336,449,74.8,10064,6291,58,58,100,152,155,98.1,124,233,53.2,0,0,0,0,6,0,0,0,Matches
534,Andy Rose\a16d3560,au AUS,DFMF,Vancouver,29,1990,9.5,365,435,83.9,9065,3435,88,96,91.7,181,197,91.9,96,141,68.1,1,0.3,+0.7,1,29,1,0,20,Matches
535,Oriol Rosell\2a17ef3e,es ESP,MF,Orlando City,27,1992,6.4,361,396,91.2,6643,1854,157,171,91.8,147,157,93.6,50,59,84.7,0,0,0,1,29,1,0,32,Matches
536,Keegan Rosenberry\f940c69e,us USA,DF,Colorado Rapids,26,1993,15.1,766,906,84.5,15799,5061,260,283,91.9,359,407,88.2,136,187,72.7,1,0.9,+0.1,13,41,10,5,44,Matches
537,Matheus Rossetto\daf8c775,br BRA,MFFW,Atlanta Utd,23,1996,8.7,452,518,87.3,8714,1905,194,205,94.6,182,200,91,72,97,74.2,0,0.3,-0.3,10,55,3,1,40,Matches
538,Diego Rossi\a81dba8c,uy URU,FW,Los Angeles FC,21,1998,18.8,481,584,82.4,7403,1876,271,301,90,171,211,81,25,35,71.4,3,3.6,-0.6,26,31,24,3,54,Matches
539,Giuseppe Rossi\fe48a073,it ITA,FWMF,Real Salt Lake,32,1987,1.9,73,91,80.2,1313,260,31,34,91.2,32,37,86.5,8,15,53.3,0,0.1,-0.1,1,8,2,0,6,Matches
540,Brian Rowe\fff21763,us USA,GK,Orlando City,31,1988,4,90,114,78.9,2449,1419,15,15,100,49,50,98,26,49,53.1,0,0,0,0,0,0,0,0,Matches
541,Kelyn Rowe\cf928adb,us USA,MFFW,New England,28,1991,9.9,372,505,73.7,7640,2545,151,179,84.4,142,179,79.3,72,124,58.1,0,1,-1,10,50,7,1,41,Matches
542,Daniel Royer\a92a4407,at AUT,FW,NY Red Bulls,29,1990,15,353,483,73.1,5102,1510,223,280,79.6,100,132,75.8,21,37,56.8,2,1.9,+0.1,11,24,16,5,44,Matches
543,Ruan\f2665f7c,br BRA,DF,Orlando City,24,1995,17.7,648,840,77.1,11619,4413,279,313,89.1,307,397,77.3,54,95,56.8,3,1.8,+1.2,15,39,25,12,73,Matches
544,Diego Rubio\3f082234,cl CHI,FW,Colorado Rapids,26,1993,11.5,305,408,74.8,5639,1172,141,178,79.2,112,134,83.6,43,63,68.3,3,2.9,+0.1,16,32,12,0,37,Matches
545,Raúl Ruidíaz\7a4296e1,pe PER,FW,Seattle,29,1990,15.8,312,365,85.5,4969,657,163,186,87.6,103,113,91.2,27,37,73,3,3.2,-0.2,18,21,13,0,19,Matches
546,Pablo Ruíz\7368cd70,ar ARG,MF,Real Salt Lake,21,1998,14.7,734,882,83.2,16428,3787,240,265,90.6,329,363,90.6,161,235,68.5,1,0.6,+0.4,16,81,7,0,62,Matches
547,Albert Rusnák\0adeafaa,sk SVK,MFFW,Real Salt Lake,25,1994,14.3,540,672,80.4,10807,2792,228,251,90.8,210,249,84.3,94,152,61.8,2,2.7,-0.7,38,38,17,5,45,Matches
548,Johnny Russell\a30e1562,sct SCO,FWMF,Sporting KC,29,1990,16.9,419,653,64.2,8640,2719,170,222,76.6,154,218,70.6,82,168,48.8,2,4.6,-2.6,33,42,26,4,67,Matches
549,Marc Rzatkowski\491d3ad0,de GER,MFFW,NY Red Bulls,29,1990,7.8,289,400,72.3,5223,1958,139,164,84.8,105,142,73.9,37,66,56.1,1,0.7,+0.3,14,32,9,2,39,Matches
550,Michael Salazar\dbab5aa7,bz BLZ,FW,Houston Dynamo,27,1992,0.1,3,3,100,44,8,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
551,Shea Salinas\4c10838d,us USA,MFDF,San Jose,33,1986,8.8,305,386,79,5541,1751,145,158,91.8,124,156,79.5,34,58,58.6,2,1.1,+0.9,12,14,10,4,35,Matches
552,Dániel Sallói\6fcddf5f,hu HUN,MFFW,Sporting KC,23,1996,1.9,39,49,79.6,476,88,27,28,96.4,11,14,78.6,0,3,0,0,0.2,-0.2,2,1,1,0,2,Matches
553,Ilie Sánchez\72979f65,es ESP,MF,Sporting KC,29,1990,14,688,844,81.5,14177,3792,255,286,89.2,304,348,87.4,122,181,67.4,1,1.3,-0.3,12,92,3,0,75,Matches
554,Richard Sánchez\4903c3a6,mx MEX,GK,Sporting KC,25,1994,1.2,28,32,87.5,672,434,10,10,100,10,10,100,8,12,66.7,0,0,0,0,0,0,0,0,Matches
555,James Sands\dccd127f,us USA,MFDF,NYCFC,19,2000,15.6,807,909,88.8,16352,4384,300,323,92.9,365,398,91.7,130,156,83.3,1,0.5,+0.5,7,55,6,0,50,Matches
556,Harold Santiago Mosquera\bca135e8,co COL,FW,FC Dallas,24,1995,4.6,125,176,71,2584,611,52,65,80,46,57,80.7,27,45,60,0,0.2,-0.2,4,14,2,1,12,Matches
557,Sergio Santos Gomes\a930b263,br BRA,FW,Philadelphia,25,1994,13.4,199,328,60.7,3101,819,111,155,71.6,66,114,57.9,13,28,46.4,2,2.4,-0.4,20,12,9,3,23,Matches
558,Pedro Santos\789da0f2,pt POR,FWMF,Columbus Crew,31,1988,20.4,540,786,68.7,10915,3486,225,267,84.3,211,281,75.1,98,207,47.3,7,5.8,+1.2,38,67,35,8,81,Matches
559,C.J. Sapong\ef4e4c5d,us USA,FW,Chicago Fire,31,1988,5.3,79,132,59.8,1268,365,40,62,64.5,27,45,60,7,12,58.3,0,0.6,-0.6,4,3,3,1,9,Matches
560,Joseph Scally\236f02cd,us USA,DF,NYCFC,17,2002,0.8,41,50,82,826,310,17,19,89.5,18,22,81.8,5,7,71.4,0,0,0,0,3,2,1,2,Matches
561,Rodrigo Schlegel\5bb02df4,ar ARG,DF,Orlando City,22,1997,7.2,343,393,87.3,7499,2710,85,95,89.5,208,223,93.3,48,71,67.6,0,0,0,0,26,1,0,24,Matches
562,Tate Schmitt\fa21bbc8,us USA,DFFW,Real Salt Lake,22,1997,2.8,95,131,72.5,1744,578,41,47,87.2,41,57,71.9,11,21,52.4,0,0.1,-0.1,2,8,1,1,9,Matches
563,Aaron Schoenfeld\6c7e441a,us USA,FW,Minnesota Utd,29,1990,4.4,74,109,67.9,832,124,53,64,82.8,10,25,40,4,8,50,0,1.1,-1.1,5,4,1,0,4,Matches
564,Patrick Seagrist\00d83db0,us USA,DF,NY Red Bulls,21,1998,2.7,72,112,64.3,1302,936,28,37,75.7,38,53,71.7,6,18,33.3,0,0,0,0,10,0,0,18,Matches
565,Dante Sealy\620ae69c,us USA,FWDF,FC Dallas,16,2003,0.6,29,34,85.3,601,236,12,14,85.7,12,14,85.7,4,5,80,0,0.1,-0.1,1,5,2,1,5,Matches
566,Eddie Segura\c70e3fe0,co COL,DF,Los Angeles FC,22,1997,20.9,1226,1424,86.1,25762,9783,380,414,91.8,638,705,90.5,198,278,71.2,0,0,0,2,113,2,0,102,Matches
567,Ulises Segura\23d2e1db,cr CRC,FWMF,D.C. United,26,1993,7.6,160,208,76.9,2486,485,88,105,83.8,50,65,76.9,14,21,66.7,0,0.4,-0.4,6,6,5,3,10,Matches
568,Chris Seitz\8b388dd5,us USA,GK,D.C. United,32,1987,6,116,177,65.5,3575,2167,17,17,100,46,48,95.8,52,111,46.8,0,0,0,0,0,0,0,0,Matches
569,Amar Sejdic\43ca2019,us USA,MF,Montreal Impact,23,1996,7.6,247,318,77.7,4947,1258,100,112,89.3,82,100,82,54,89,60.7,0,0.6,-0.6,7,32,7,0,31,Matches
570,Boris Sekulić\adf26bd4,sk SVK,DF,Chicago Fire,28,1991,20.2,810,999,81.1,14368,5752,344,383,89.8,373,445,83.8,76,129,58.9,2,1.8,+0.2,20,55,19,7,69,Matches
571,Brandon Servania\4d825a2d,us USA,MF,FC Dallas,20,1999,4.5,135,170,79.4,2234,751,64,71,90.1,57,64,89.1,10,24,41.7,0,0.3,-0.3,3,14,3,2,7,Matches
572,Jacob Shaffelburg\339a2561,ca CAN,MFFW,Toronto FC,20,1999,1.4,17,33,51.5,281,111,9,13,69.2,7,11,63.6,1,4,25,0,0,0,1,1,1,0,3,Matches
